particle_grade,medium,time_min,pct_dissolved
Reference (D50=150μm),FaSSIF (pH 6.8),0.0,0.0
Reference (D50=150μm),FaSSIF (pH 6.8),0.2,11.64
Reference (D50=150μm),FaSSIF (pH 6.8),0.4,21.25
Reference (D50=150μm),FaSSIF (pH 6.8),0.6,29.27
Reference (D50=150μm),FaSSIF (pH 6.8),0.8,36.03
Reference (D50=150μm),FaSSIF (pH 6.8),1.0,41.78
Reference (D50=150μm),FaSSIF (pH 6.8),1.2,46.72
Reference (D50=150μm),FaSSIF (pH 6.8),1.4,50.98
Reference (D50=150μm),FaSSIF (pH 6.8),1.61,54.69
Reference (D50=150μm),FaSSIF (pH 6.8),1.81,57.94
Reference (D50=150μm),FaSSIF (pH 6.8),2.01,60.82
Reference (D50=150μm),FaSSIF (pH 6.8),2.21,63.38
Reference (D50=150μm),FaSSIF (pH 6.8),2.41,65.68
Reference (D50=150μm),FaSSIF (pH 6.8),2.61,67.77
Reference (D50=150μm),FaSSIF (pH 6.8),2.81,69.68
Reference (D50=150μm),FaSSIF (pH 6.8),3.01,71.41
Reference (D50=150μm),FaSSIF (pH 6.8),3.21,73.0
Reference (D50=150μm),FaSSIF (pH 6.8),3.41,74.46
Reference (D50=150μm),FaSSIF (pH 6.8),3.61,75.8
Reference (D50=150μm),FaSSIF (pH 6.8),3.81,77.04
Reference (D50=150μm),FaSSIF (pH 6.8),4.01,78.19
Reference (D50=150μm),FaSSIF (pH 6.8),4.21,79.25
Reference (D50=150μm),FaSSIF (pH 6.8),4.41,80.24
Reference (D50=150μm),FaSSIF (pH 6.8),4.62,81.17
Reference (D50=150μm),FaSSIF (pH 6.8),4.82,82.03
Reference (D50=150μm),FaSSIF (pH 6.8),5.02,82.84
Reference (D50=150μm),FaSSIF (pH 6.8),5.22,83.6
Reference (D50=150μm),FaSSIF (pH 6.8),5.42,84.31
Reference (D50=150μm),FaSSIF (pH 6.8),5.62,84.98
Reference (D50=150μm),FaSSIF (pH 6.8),5.82,85.61
Reference (D50=150μm),FaSSIF (pH 6.8),6.02,86.21
Reference (D50=150μm),FaSSIF (pH 6.8),6.22,86.77
Reference (D50=150μm),FaSSIF (pH 6.8),6.42,87.31
Reference (D50=150μm),FaSSIF (pH 6.8),6.62,87.81
Reference (D50=150μm),FaSSIF (pH 6.8),6.82,88.29
Reference (D50=150μm),FaSSIF (pH 6.8),7.02,88.74
Reference (D50=150μm),FaSSIF (pH 6.8),7.22,89.17
Reference (D50=150μm),FaSSIF (pH 6.8),7.42,89.58
Reference (D50=150μm),FaSSIF (pH 6.8),7.63,89.97
Reference (D50=150μm),FaSSIF (pH 6.8),7.83,90.34
Reference (D50=150μm),FaSSIF (pH 6.8),8.03,90.69
Reference (D50=150μm),FaSSIF (pH 6.8),8.23,91.02
Reference (D50=150μm),FaSSIF (pH 6.8),8.43,91.35
Reference (D50=150μm),FaSSIF (pH 6.8),8.63,91.65
Reference (D50=150μm),FaSSIF (pH 6.8),8.83,91.95
Reference (D50=150μm),FaSSIF (pH 6.8),9.03,92.23
Reference (D50=150μm),FaSSIF (pH 6.8),9.23,92.49
Reference (D50=150μm),FaSSIF (pH 6.8),9.43,92.75
Reference (D50=150μm),FaSSIF (pH 6.8),9.63,93.0
Reference (D50=150μm),FaSSIF (pH 6.8),9.83,93.23
Reference (D50=150μm),FaSSIF (pH 6.8),10.03,93.46
Reference (D50=150μm),FaSSIF (pH 6.8),10.23,93.67
Reference (D50=150μm),FaSSIF (pH 6.8),10.43,93.88
Reference (D50=150μm),FaSSIF (pH 6.8),10.64,94.08
Reference (D50=150μm),FaSSIF (pH 6.8),10.84,94.28
Reference (D50=150μm),FaSSIF (pH 6.8),11.04,94.46
Reference (D50=150μm),FaSSIF (pH 6.8),11.24,94.64
Reference (D50=150μm),FaSSIF (pH 6.8),11.44,94.81
Reference (D50=150μm),FaSSIF (pH 6.8),11.64,94.97
Reference (D50=150μm),FaSSIF (pH 6.8),11.84,95.13
Reference (D50=150μm),FaSSIF (pH 6.8),12.04,95.29
Reference (D50=150μm),FaSSIF (pH 6.8),12.24,95.43
Reference (D50=150μm),FaSSIF (pH 6.8),12.44,95.57
Reference (D50=150μm),FaSSIF (pH 6.8),12.64,95.71
Reference (D50=150μm),FaSSIF (pH 6.8),12.84,95.84
Reference (D50=150μm),FaSSIF (pH 6.8),13.04,95.97
Reference (D50=150μm),FaSSIF (pH 6.8),13.24,96.09
Reference (D50=150μm),FaSSIF (pH 6.8),13.44,96.21
Reference (D50=150μm),FaSSIF (pH 6.8),13.65,96.33
Reference (D50=150μm),FaSSIF (pH 6.8),13.85,96.44
Reference (D50=150μm),FaSSIF (pH 6.8),14.05,96.55
Reference (D50=150μm),FaSSIF (pH 6.8),14.25,96.65
Reference (D50=150μm),FaSSIF (pH 6.8),14.45,96.75
Reference (D50=150μm),FaSSIF (pH 6.8),14.65,96.85
Reference (D50=150μm),FaSSIF (pH 6.8),14.85,96.94
Reference (D50=150μm),FaSSIF (pH 6.8),15.05,97.03
Reference (D50=150μm),FaSSIF (pH 6.8),15.25,97.12
Reference (D50=150μm),FaSSIF (pH 6.8),15.45,97.2
Reference (D50=150μm),FaSSIF (pH 6.8),15.65,97.29
Reference (D50=150μm),FaSSIF (pH 6.8),15.85,97.37
Reference (D50=150μm),FaSSIF (pH 6.8),16.05,97.44
Reference (D50=150μm),FaSSIF (pH 6.8),16.25,97.52
Reference (D50=150μm),FaSSIF (pH 6.8),16.45,97.59
Reference (D50=150μm),FaSSIF (pH 6.8),16.66,97.66
Reference (D50=150μm),FaSSIF (pH 6.8),16.86,97.73
Reference (D50=150μm),FaSSIF (pH 6.8),17.06,97.8
Reference (D50=150μm),FaSSIF (pH 6.8),17.26,97.86
Reference (D50=150μm),FaSSIF (pH 6.8),17.46,97.92
Reference (D50=150μm),FaSSIF (pH 6.8),17.66,97.98
Reference (D50=150μm),FaSSIF (pH 6.8),17.86,98.04
Reference (D50=150μm),FaSSIF (pH 6.8),18.06,98.1
Reference (D50=150μm),FaSSIF (pH 6.8),18.26,98.15
Reference (D50=150μm),FaSSIF (pH 6.8),18.46,98.21
Reference (D50=150μm),FaSSIF (pH 6.8),18.66,98.26
Reference (D50=150μm),FaSSIF (pH 6.8),18.86,98.31
Reference (D50=150μm),FaSSIF (pH 6.8),19.06,98.36
Reference (D50=150μm),FaSSIF (pH 6.8),19.26,98.41
Reference (D50=150μm),FaSSIF (pH 6.8),19.46,98.45
Reference (D50=150μm),FaSSIF (pH 6.8),19.67,98.5
Reference (D50=150μm),FaSSIF (pH 6.8),19.87,98.54
Reference (D50=150μm),FaSSIF (pH 6.8),20.07,98.58
Reference (D50=150μm),FaSSIF (pH 6.8),20.27,98.62
Reference (D50=150μm),FaSSIF (pH 6.8),20.47,98.66
Reference (D50=150μm),FaSSIF (pH 6.8),20.67,98.7
Reference (D50=150μm),FaSSIF (pH 6.8),20.87,98.74
Reference (D50=150μm),FaSSIF (pH 6.8),21.07,98.78
Reference (D50=150μm),FaSSIF (pH 6.8),21.27,98.81
Reference (D50=150μm),FaSSIF (pH 6.8),21.47,98.85
Reference (D50=150μm),FaSSIF (pH 6.8),21.67,98.88
Reference (D50=150μm),FaSSIF (pH 6.8),21.87,98.92
Reference (D50=150μm),FaSSIF (pH 6.8),22.07,98.95
Reference (D50=150μm),FaSSIF (pH 6.8),22.27,98.98
Reference (D50=150μm),FaSSIF (pH 6.8),22.47,99.01
Reference (D50=150μm),FaSSIF (pH 6.8),22.68,99.04
Reference (D50=150μm),FaSSIF (pH 6.8),22.88,99.07
Reference (D50=150μm),FaSSIF (pH 6.8),23.08,99.1
Reference (D50=150μm),FaSSIF (pH 6.8),23.28,99.13
Reference (D50=150μm),FaSSIF (pH 6.8),23.48,99.15
Reference (D50=150μm),FaSSIF (pH 6.8),23.68,99.18
Reference (D50=150μm),FaSSIF (pH 6.8),23.88,99.2
Reference (D50=150μm),FaSSIF (pH 6.8),24.08,99.23
Reference (D50=150μm),FaSSIF (pH 6.8),24.28,99.25
Reference (D50=150μm),FaSSIF (pH 6.8),24.48,99.27
Reference (D50=150μm),FaSSIF (pH 6.8),24.68,99.3
Reference (D50=150μm),FaSSIF (pH 6.8),24.88,99.32
Reference (D50=150μm),FaSSIF (pH 6.8),25.08,99.34
Reference (D50=150μm),FaSSIF (pH 6.8),25.28,99.36
Reference (D50=150μm),FaSSIF (pH 6.8),25.48,99.38
Reference (D50=150μm),FaSSIF (pH 6.8),25.69,99.4
Reference (D50=150μm),FaSSIF (pH 6.8),25.89,99.42
Reference (D50=150μm),FaSSIF (pH 6.8),26.09,99.44
Reference (D50=150μm),FaSSIF (pH 6.8),26.29,99.46
Reference (D50=150μm),FaSSIF (pH 6.8),26.49,99.47
Reference (D50=150μm),FaSSIF (pH 6.8),26.69,99.49
Reference (D50=150μm),FaSSIF (pH 6.8),26.89,99.51
Reference (D50=150μm),FaSSIF (pH 6.8),27.09,99.52
Reference (D50=150μm),FaSSIF (pH 6.8),27.29,99.54
Reference (D50=150μm),FaSSIF (pH 6.8),27.49,99.55
Reference (D50=150μm),FaSSIF (pH 6.8),27.69,99.57
Reference (D50=150μm),FaSSIF (pH 6.8),27.89,99.58
Reference (D50=150μm),FaSSIF (pH 6.8),28.09,99.6
Reference (D50=150μm),FaSSIF (pH 6.8),28.29,99.61
Reference (D50=150μm),FaSSIF (pH 6.8),28.49,99.63
Reference (D50=150μm),FaSSIF (pH 6.8),28.7,99.64
Reference (D50=150μm),FaSSIF (pH 6.8),28.9,99.65
Reference (D50=150μm),FaSSIF (pH 6.8),29.1,99.66
Reference (D50=150μm),FaSSIF (pH 6.8),29.3,99.68
Reference (D50=150μm),FaSSIF (pH 6.8),29.5,99.69
Reference (D50=150μm),FaSSIF (pH 6.8),29.7,99.7
Reference (D50=150μm),FaSSIF (pH 6.8),29.9,99.71
Reference (D50=150μm),FaSSIF (pH 6.8),30.1,99.72
Reference (D50=150μm),FaSSIF (pH 6.8),30.3,99.73
Reference (D50=150μm),FaSSIF (pH 6.8),30.5,99.75
Reference (D50=150μm),FaSSIF (pH 6.8),30.7,99.76
Reference (D50=150μm),FaSSIF (pH 6.8),30.9,99.77
Reference (D50=150μm),FaSSIF (pH 6.8),31.1,99.78
Reference (D50=150μm),FaSSIF (pH 6.8),31.3,99.79
Reference (D50=150μm),FaSSIF (pH 6.8),31.51,99.79
Reference (D50=150μm),FaSSIF (pH 6.8),31.71,99.8
Reference (D50=150μm),FaSSIF (pH 6.8),31.91,99.81
Reference (D50=150μm),FaSSIF (pH 6.8),32.11,99.82
Reference (D50=150μm),FaSSIF (pH 6.8),32.31,99.83
Reference (D50=150μm),FaSSIF (pH 6.8),32.51,99.84
Reference (D50=150μm),FaSSIF (pH 6.8),32.71,99.84
Reference (D50=150μm),FaSSIF (pH 6.8),32.91,99.85
Reference (D50=150μm),FaSSIF (pH 6.8),33.11,99.86
Reference (D50=150μm),FaSSIF (pH 6.8),33.31,99.87
Reference (D50=150μm),FaSSIF (pH 6.8),33.51,99.87
Reference (D50=150μm),FaSSIF (pH 6.8),33.71,99.88
Reference (D50=150μm),FaSSIF (pH 6.8),33.91,99.88
Reference (D50=150μm),FaSSIF (pH 6.8),34.11,99.89
Reference (D50=150μm),FaSSIF (pH 6.8),34.31,99.9
Reference (D50=150μm),FaSSIF (pH 6.8),34.52,99.9
Reference (D50=150μm),FaSSIF (pH 6.8),34.72,99.91
Reference (D50=150μm),FaSSIF (pH 6.8),34.92,99.91
Reference (D50=150μm),FaSSIF (pH 6.8),35.12,99.92
Reference (D50=150μm),FaSSIF (pH 6.8),35.32,99.92
Reference (D50=150μm),FaSSIF (pH 6.8),35.52,99.93
Reference (D50=150μm),FaSSIF (pH 6.8),35.72,99.93
Reference (D50=150μm),FaSSIF (pH 6.8),35.92,99.94
Reference (D50=150μm),FaSSIF (pH 6.8),36.12,99.94
Reference (D50=150μm),FaSSIF (pH 6.8),36.32,99.94
Reference (D50=150μm),FaSSIF (pH 6.8),36.52,99.95
Reference (D50=150μm),FaSSIF (pH 6.8),36.72,99.95
Reference (D50=150μm),FaSSIF (pH 6.8),36.92,99.95
Reference (D50=150μm),FaSSIF (pH 6.8),37.12,99.96
Reference (D50=150μm),FaSSIF (pH 6.8),37.32,99.96
Reference (D50=150μm),FaSSIF (pH 6.8),37.53,99.96
Reference (D50=150μm),FaSSIF (pH 6.8),37.73,99.97
Reference (D50=150μm),FaSSIF (pH 6.8),37.93,99.97
Reference (D50=150μm),FaSSIF (pH 6.8),38.13,99.97
Reference (D50=150μm),FaSSIF (pH 6.8),38.33,99.97
Reference (D50=150μm),FaSSIF (pH 6.8),38.53,99.98
Reference (D50=150μm),FaSSIF (pH 6.8),38.73,99.98
Reference (D50=150μm),FaSSIF (pH 6.8),38.93,99.98
Reference (D50=150μm),FaSSIF (pH 6.8),39.13,99.98
Reference (D50=150μm),FaSSIF (pH 6.8),39.33,99.98
Reference (D50=150μm),FaSSIF (pH 6.8),39.53,99.99
Reference (D50=150μm),FaSSIF (pH 6.8),39.73,99.99
Reference (D50=150μm),FaSSIF (pH 6.8),39.93,99.99
Reference (D50=150μm),FaSSIF (pH 6.8),40.13,99.99
Reference (D50=150μm),FaSSIF (pH 6.8),40.33,99.99
Reference (D50=150μm),FaSSIF (pH 6.8),40.54,99.99
Reference (D50=150μm),FaSSIF (pH 6.8),40.74,99.99
Reference (D50=150μm),FaSSIF (pH 6.8),40.94,99.99
Reference (D50=150μm),FaSSIF (pH 6.8),41.14,99.99
Reference (D50=150μm),FaSSIF (pH 6.8),41.34,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),41.54,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),41.74,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),41.94,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),42.14,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),42.34,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),42.54,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),42.74,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),42.94,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),43.14,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),43.34,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),43.55,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),43.75,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),43.95,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),44.15,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),44.35,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),44.55,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),44.75,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),44.95,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),45.15,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),45.35,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),45.55,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),45.75,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),45.95,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),46.15,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),46.35,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),46.56,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),46.76,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),46.96,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),47.16,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),47.36,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),47.56,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),47.76,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),47.96,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),48.16,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),48.36,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),48.56,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),48.76,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),48.96,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),49.16,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),49.36,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),49.57,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),49.77,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),49.97,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),50.17,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),50.37,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),50.57,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),50.77,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),50.97,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),51.17,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),51.37,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),51.57,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),51.77,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),51.97,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),52.17,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),52.37,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),52.58,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),52.78,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),52.98,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),53.18,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),53.38,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),53.58,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),53.78,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),53.98,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),54.18,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),54.38,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),54.58,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),54.78,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),54.98,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),55.18,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),55.38,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),55.59,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),55.79,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),55.99,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),56.19,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),56.39,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),56.59,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),56.79,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),56.99,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),57.19,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),57.39,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),57.59,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),57.79,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),57.99,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),58.19,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),58.39,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),58.6,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),58.8,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),59.0,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),59.2,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),59.4,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),59.6,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),59.8,100.0
Reference (D50=150μm),FaSSIF (pH 6.8),60.0,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),0.0,0.0
Micronized (D50=25μm),FaSSIF (pH 6.8),0.2,47.21
Micronized (D50=25μm),FaSSIF (pH 6.8),0.4,65.18
Micronized (D50=25μm),FaSSIF (pH 6.8),0.6,74.81
Micronized (D50=25μm),FaSSIF (pH 6.8),0.8,80.81
Micronized (D50=25μm),FaSSIF (pH 6.8),1.0,84.88
Micronized (D50=25μm),FaSSIF (pH 6.8),1.2,87.82
Micronized (D50=25μm),FaSSIF (pH 6.8),1.4,90.01
Micronized (D50=25μm),FaSSIF (pH 6.8),1.61,91.71
Micronized (D50=25μm),FaSSIF (pH 6.8),1.81,93.04
Micronized (D50=25μm),FaSSIF (pH 6.8),2.01,94.12
Micronized (D50=25μm),FaSSIF (pH 6.8),2.21,94.99
Micronized (D50=25μm),FaSSIF (pH 6.8),2.41,95.72
Micronized (D50=25μm),FaSSIF (pH 6.8),2.61,96.32
Micronized (D50=25μm),FaSSIF (pH 6.8),2.81,96.83
Micronized (D50=25μm),FaSSIF (pH 6.8),3.01,97.26
Micronized (D50=25μm),FaSSIF (pH 6.8),3.21,97.63
Micronized (D50=25μm),FaSSIF (pH 6.8),3.41,97.95
Micronized (D50=25μm),FaSSIF (pH 6.8),3.61,98.22
Micronized (D50=25μm),FaSSIF (pH 6.8),3.81,98.46
Micronized (D50=25μm),FaSSIF (pH 6.8),4.01,98.67
Micronized (D50=25μm),FaSSIF (pH 6.8),4.21,98.85
Micronized (D50=25μm),FaSSIF (pH 6.8),4.41,99.0
Micronized (D50=25μm),FaSSIF (pH 6.8),4.62,99.14
Micronized (D50=25μm),FaSSIF (pH 6.8),4.82,99.26
Micronized (D50=25μm),FaSSIF (pH 6.8),5.02,99.37
Micronized (D50=25μm),FaSSIF (pH 6.8),5.22,99.46
Micronized (D50=25μm),FaSSIF (pH 6.8),5.42,99.54
Micronized (D50=25μm),FaSSIF (pH 6.8),5.62,99.62
Micronized (D50=25μm),FaSSIF (pH 6.8),5.82,99.68
Micronized (D50=25μm),FaSSIF (pH 6.8),6.02,99.74
Micronized (D50=25μm),FaSSIF (pH 6.8),6.22,99.79
Micronized (D50=25μm),FaSSIF (pH 6.8),6.42,99.84
Micronized (D50=25μm),FaSSIF (pH 6.8),6.62,99.87
Micronized (D50=25μm),FaSSIF (pH 6.8),6.82,99.9
Micronized (D50=25μm),FaSSIF (pH 6.8),7.02,99.93
Micronized (D50=25μm),FaSSIF (pH 6.8),7.22,99.95
Micronized (D50=25μm),FaSSIF (pH 6.8),7.42,99.97
Micronized (D50=25μm),FaSSIF (pH 6.8),7.63,99.98
Micronized (D50=25μm),FaSSIF (pH 6.8),7.83,99.99
Micronized (D50=25μm),FaSSIF (pH 6.8),8.03,99.99
Micronized (D50=25μm),FaSSIF (pH 6.8),8.23,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),8.43,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),8.63,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),8.83,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),9.03,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),9.23,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),9.43,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),9.63,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),9.83,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),10.03,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),10.23,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),10.43,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),10.64,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),10.84,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),11.04,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),11.24,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),11.44,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),11.64,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),11.84,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),12.04,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),12.24,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),12.44,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),12.64,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),12.84,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),13.04,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),13.24,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),13.44,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),13.65,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),13.85,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),14.05,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),14.25,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),14.45,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),14.65,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),14.85,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),15.05,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),15.25,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),15.45,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),15.65,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),15.85,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),16.05,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),16.25,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),16.45,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),16.66,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),16.86,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),17.06,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),17.26,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),17.46,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),17.66,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),17.86,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),18.06,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),18.26,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),18.46,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),18.66,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),18.86,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),19.06,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),19.26,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),19.46,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),19.67,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),19.87,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),20.07,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),20.27,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),20.47,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),20.67,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),20.87,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),21.07,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),21.27,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),21.47,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),21.67,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),21.87,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),22.07,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),22.27,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),22.47,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),22.68,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),22.88,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),23.08,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),23.28,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),23.48,100.0
Micronized (D50=25μm),FaSSIF (pH 6.8),23.68,100.0
